Office_Code,Office_Name,Location,Manager,Total_Revenue
2052,Sucursal 2052,Granada,Luisina Benavides,14812.75
2053,Sucursal 2053,Pontevedra,María Luisa Escudero,11235.16
2054,Sucursal 2054,Asturias,Milagros Arnau,15049.41
2055,Sucursal 2055,Salamanca,Urbano Polo,8975.09
2056,Sucursal 2056,Teruel,Loida Salamanca,26417.77
2057,Sucursal 2057,Girona,David Hervia,21330.17
2058,Sucursal 2058,Asturias,Cayetano Barral,19133.37
2059,Sucursal 2059,Cáceres,Norberto Miguel,7697.14
2060,Sucursal 2060,Las Palmas,Abigaíl Morell,27417.489999999998
2061,Sucursal 2061,Córdoba,Milagros Diaz,10023.24
2062,Sucursal 2062,Ourense,Jessica Franco,20406.61
2063,Sucursal 2063,Almería,Bárbara Ríos,13316.05
2064,Sucursal 2064,Madrid,Cecilia Gonzalez,13362.93
2065,Sucursal 2065,Toledo,Rafaela Mateu,13728.970000000001
2066,Sucursal 2066,Vizcaya,Saturnina Figueroa,13194.740000000002
2067,Sucursal 2067,Granada,Paz Robledo,18990.31
2068,Sucursal 2068,Cádiz,Hortensia Bermejo,17125.519999999997
2069,Sucursal 2069,Toledo,Poncio Ribas,8982.93
2070,Sucursal 2070,Lleida,Teresita Marín,14925.79
2071,Sucursal 2071,Córdoba,Vasco León,6946.9
2072,Sucursal 2072,Toledo,Apolinar Fortuny,8331.380000000001
2073,Sucursal 2073,Cádiz,Alejandra Jaén,6458.96
2074,Sucursal 2074,Barcelona,Valentín Barrio,24181.82
2075,Sucursal 2075,Asturias,Morena Ferrán,46902.31
2076,Sucursal 2076,Salamanca,Eliseo Flor,5402.72
2077,Sucursal 2077,Málaga,Fermín Santana,13816.84
2078,Sucursal 2078,Cuenca,Hernando Agudo,23343.53
2079,Sucursal 2079,Salamanca,Dora Zabaleta,6033.75
2080,Sucursal 2080,Tarragona,Clemente Palomino,34039.35
2081,Sucursal 2081,Ourense,León Murcia,12991.9
2082,Sucursal 2082,Madrid,Cruz Lobato,29576.53
2083,Sucursal 2083,Castellón,Amado Calderon,27471.25
2084,Sucursal 2084,Guipúzcoa,Seve Leon,16883.48
2085,Sucursal 2085,Las Palmas,Ainoa Valle,38235.33
2086,Sucursal 2086,Teruel,Pili Benitez,6107.99
2087,Sucursal 2087,La Coruña,Reyes Paredes,19413.86
2088,Sucursal 2088,Zamora,Felipa Salvador,5104.6
2089,Sucursal 2089,Soria,Efraín Arribas,12883.39
2090,Sucursal 2090,Madrid,Mar Boada,27248.73
2091,Sucursal 2091,Navarra,Nilda Agustín,11363.23
2092,Sucursal 2092,Girona,Pablo Canales,22155.77
2093,Sucursal 2093,Pontevedra,Tristán Asenjo,17763.48
2094,Sucursal 2094,Albacete,Pastora Frutos,17195.5
2095,Sucursal 2095,Sevilla,Erasmo Badía,22359.35
2096,Sucursal 2096,Guipúzcoa,Sofía Tena,4898.89
2097,Sucursal 2097,Murcia,Pepita Camps,11533.47
2098,Sucursal 2098,Las Palmas,Marco Azcona,5514.91
2099,Sucursal 2099,Las Palmas,Kike Montoya,22364.16
2100,Sucursal 2100,Zamora,Asdrubal Juárez,9224.05
2101,Sucursal 2101,Cuenca,Macarena Padilla,17209.26
2102,Sucursal 2102,Vizcaya,Dionisio Tomé,17366.3
2103,Sucursal 2103,Melilla,Ruben Carreras,11124.81
2104,Sucursal 2104,Teruel,Carmelita Santos,7278.83
2105,Sucursal 2105,Castellón,Roldán Peláez,35301.7
2106,Sucursal 2106,Segovia,Tomás Monreal,10162.019999999999
2107,Sucursal 2107,La Coruña,Primitivo Carbó,15016.84
2108,Sucursal 2108,Valladolid,Francisca Vázquez,14557.5
2109,Sucursal 2109,Vizcaya,Cosme Gomez,23768.129999999997
2110,Sucursal 2110,Santa Cruz de Tenerife,Leopoldo Feliu,16360.65
2111,Sucursal 2111,Albacete,Susana Lastra,10631.79
2112,Sucursal 2112,Madrid,Cristina Roldan,27691.42
2113,Sucursal 2113,León,Severino Font,8853.84
2114,Sucursal 2114,Guadalajara,Miguel Ángel Prada,25916.010000000002
2115,Sucursal 2115,Burgos,Rosalva Barbero,5651.05
2116,Sucursal 2116,Badajoz,Maite Goñi,7945.67
2117,Sucursal 2117,La Coruña,Reyes Calleja,24053.06
2118,Sucursal 2118,Málaga,Fortunato Beltran,30978.27
2119,Sucursal 2119,Tarragona,Ascensión Manrique,26078.52
2120,Sucursal 2120,Zaragoza,Jacinta Blazquez,24306.43
2121,Sucursal 2121,Alicante,Candelario Ortiz,9152.17
2122,Sucursal 2122,Pontevedra,Ana Sofía Caballero,18707.620000000003
2123,Sucursal 2123,Lleida,José María Miranda,14048.14
2124,Sucursal 2124,Teruel,Carlota Seco,17799.989999999998
2125,Sucursal 2125,Zamora,Débora Estevez,6869.84
2126,Sucursal 2126,Álava,Consuelo Lluch,14753.42
2127,Sucursal 2127,Jaén,Gastón Calleja,12924.69
2128,Sucursal 2128,Madrid,Amparo Losada,14057.43
2129,Sucursal 2129,Ceuta,Violeta Ávila,20085.2
2130,Sucursal 2130,Zaragoza,Reyes Guerra,12435.14
2131,Sucursal 2131,Murcia,Clemente Gilabert,38497.11
2133,Sucursal 2133,Toledo,Godofredo Paredes,8790.73
2134,Sucursal 2134,Ceuta,Matías Villaverde,13725.68
2135,Sucursal 2135,Granada,Adelia Martin,7552.9
2136,Sucursal 2136,La Rioja,Luis Ángel Campoy,14310.87
2137,Sucursal 2137,Sevilla,Jerónimo Bello,11995.22
2138,Sucursal 2138,Guadalajara,Clímaco Tello,11657.580000000002
2139,Sucursal 2139,Cuenca,América Cortes,21939.64
2140,Sucursal 2140,Córdoba,Camilo Abascal,20510.72
2142,Sucursal 2142,Zamora,Gabino Cases,10899.400000000001
2143,Sucursal 2143,Melilla,María Teresa Corral,13912.39
2144,Sucursal 2144,Guipúzcoa,Cándido Mora,11527.939999999999
2145,Sucursal 2145,Ávila,Wálter Jaén,5436.82
2146,Sucursal 2146,Guadalajara,Irma Oliva,19206.68
2147,Sucursal 2147,Valencia,Angélica Piñeiro,21664.3
2148,Sucursal 2148,Sevilla,Zacarías Real,3926.3199999999997
2149,Sucursal 2149,Santa Cruz de Tenerife,María Luisa Tejera,23539.789999999997
2150,Sucursal 2150,León,Anselma Vidal,18059.670000000002
2151,Sucursal 2151,Málaga,Manu Figueras,26147.07
2152,Sucursal 2152,Teruel,Jorge Carvajal,20284.49
2153,Sucursal 2153,Salamanca,Andrés Donaire,10464.65
2154,Sucursal 2154,Ciudad,Gerónimo Alba,16673.17
2155,Sucursal 2155,Córdoba,Régulo Cuenca,15439.25
2156,Sucursal 2156,Ceuta,Úrsula Gallart,5245.12
2157,Sucursal 2157,Baleares,David Martinez,5581.35
2158,Sucursal 2158,Las Palmas,Merche Villena,20759.75
2159,Sucursal 2159,Granada,Juan José Piquer,27808.879999999997
2160,Sucursal 2160,Vizcaya,Camilo Reig,17777.67
2161,Sucursal 2161,Asturias,Rufino Vera,14092.619999999999
2162,Sucursal 2162,Murcia,Amando Guardiola,7131.870000000001
2163,Sucursal 2163,Cáceres,Herminia Jimenez,16284.349999999999
2164,Sucursal 2164,Toledo,Charo Cerezo,12371.529999999999
2165,Sucursal 2165,Huelva,Blanca Paredes,12468.02
2166,Sucursal 2166,Murcia,Félix Haro,19191.25
2167,Sucursal 2167,Ávila,Rosalva Berrocal,20371.45
2168,Sucursal 2168,Lleida,Modesta Serrano,19994.47
2169,Sucursal 2169,Toledo,Ciríaco Suarez,4568.219999999999
2170,Sucursal 2170,Valladolid,Concepción Roura,10743.64
2171,Sucursal 2171,Girona,Abraham Acevedo,32958.42
2172,Sucursal 2172,Toledo,Andrea Pujol,22708.48
2173,Sucursal 2173,Valladolid,Viviana Cases,16729.72
2174,Sucursal 2174,Zaragoza,Macario Canet,12194.77
2175,Sucursal 2175,Cuenca,Armida Figuerola,7763.54
2176,Sucursal 2176,Lugo,René Verdugo,29709.36
2177,Sucursal 2177,Cáceres,Marcela Franch,24356.379999999997
2179,Sucursal 2179,La Coruña,Heriberto Valera,13457.43
2180,Sucursal 2180,Guipúzcoa,Leocadia Arranz,21339.64
2181,Sucursal 2181,Alicante,Estefanía Piñol,8795.09
2183,Sucursal 2183,Álava,Venceslás Sacristán,5975.73
2184,Sucursal 2184,Madrid,Amelia Cruz,19803.59
2185,Sucursal 2185,Badajoz,Roldán González,11965.01
2186,Sucursal 2186,Ceuta,Gastón Herranz,11553.2
2187,Sucursal 2187,Ciudad,Rosaura Ibáñez,20025.82
2188,Sucursal 2188,Málaga,Amor Miguel,28999.39
2189,Sucursal 2189,Salamanca,Marino Ruiz,31475.12
2190,Sucursal 2190,Ourense,Mariana Tello,28456.97
2191,Sucursal 2191,Lugo,Felisa Villanueva,31309.489999999998
2192,Sucursal 2192,Alicante,Manolo Vallés,15052.64
2193,Sucursal 2193,Jaén,Belen Llorente,7396.35
2194,Sucursal 2194,León,Donato Lledó,12927.44
2195,Sucursal 2195,Castellón,Pilar Vicente,19034.85
2196,Sucursal 2196,Cádiz,Pío Marin,25829.4
2197,Sucursal 2197,Ciudad,Severino Sacristán,8548.13
2198,Sucursal 2198,Huesca,Manuel Vizcaíno,13637.6
2199,Sucursal 2199,Almería,Balduino Alemany,13659.810000000001
2200,Sucursal 2200,Madrid,Dominga Rosado,23918.68
2201,Sucursal 2201,Asturias,Quirino Campos,17029.57
2202,Sucursal 2202,Cantabria,Ruben Oliveras,21615.05
2203,Sucursal 2203,Santa Cruz de Tenerife,Toni Nadal,9253.43
2204,Sucursal 2204,Baleares,Nilo Royo,10526.32
2205,Sucursal 2205,Burgos,Ricarda Balaguer,20130.8
2206,Sucursal 2206,Lugo,Ruy Díaz,22961.81
2207,Sucursal 2207,La Rioja,Tecla Barral,13478.099999999999
2208,Sucursal 2208,Ávila,Evelia Corominas,25900.26
2209,Sucursal 2209,Baleares,Manolo Paredes,24724.690000000002
2210,Sucursal 2210,Barcelona,Adoración Planas,7831.71
2211,Sucursal 2211,Soria,Fortunata Polo,12739.050000000001
2212,Sucursal 2212,Baleares,Iker Carreño,40917.05
2215,Sucursal 2215,Albacete,Baltasar Campos,15017.37
2216,Sucursal 2216,Cáceres,Edu Torralba,17550.98
2217,Sucursal 2217,Córdoba,Aurora Arana,7796.349999999999
2218,Sucursal 2218,Zaragoza,Sol Anguita,6835.83
2219,Sucursal 2219,Teruel,Encarna Guillen,22763.85
2220,Sucursal 2220,Las Palmas,Elisa Valdés,1817.38
2221,Sucursal 2221,Palencia,Evelia Sancho,20464.260000000002
2222,Sucursal 2222,Segovia,Eusebio Palma,17028.37
2223,Sucursal 2223,Sevilla,Etelvina Camino,37012.75
2224,Sucursal 2224,Sevilla,Concha Prats,17415.26
2225,Sucursal 2225,Lugo,Vito Carreras,10050.86
2226,Sucursal 2226,Málaga,Humberto Vizcaíno,4444.29
2227,Sucursal 2227,Castellón,Sol Taboada,15191.24
2228,Sucursal 2228,Burgos,Marcela Vicente,6290.32
2229,Sucursal 2229,Cádiz,Rómulo Nogués,10330.42
2230,Sucursal 2230,Tarragona,Hector Alvarado,5580.53
2231,Sucursal 2231,Baleares,Nacho Barbero,2555.5
2232,Sucursal 2232,Huelva,Tristán Cerro,4091.83
2233,Sucursal 2233,Huesca,Ambrosio Borrás,28354.4
2234,Sucursal 2234,Huesca,Imelda Mora,4984.11
2235,Sucursal 2235,Asturias,Amando Nadal,3739.61
2237,Sucursal 2237,Jaén,Baltasar Casares,6727.72
2238,Sucursal 2238,Murcia,Victor Gordillo,10540.04
2239,Sucursal 2239,Ourense,Bernarda Araujo,12141.61
2240,Sucursal 2240,Vizcaya,Reyes Murcia,19758.83
2241,Sucursal 2241,Castellón,Héctor Olmedo,15898.220000000001
2242,Sucursal 2242,Jaén,Rafaela Aparicio,5540.84
2243,Sucursal 2243,Granada,Pastora Rosa,21310.9
2244,Sucursal 2244,Ávila,Concepción Huertas,26065.83
2246,Sucursal 2246,Lugo,Haydée Cal,13509.97
2247,Sucursal 2247,Zamora,Íngrid Barranco,6048.99
2248,Sucursal 2248,Badajoz,Ambrosio Costa,13370.4
2249,Sucursal 2249,Ávila,Quique Ramón,36047.6
2250,Sucursal 2250,Ceuta,María Sedano,25883.81
2251,Sucursal 2251,Baleares,Ramiro Soler,21806.89
2252,Sucursal 2252,Huesca,Isabela Calvet,13285.54
2253,Sucursal 2253,Guadalajara,Juana Solana,11827.66
2254,Sucursal 2254,Málaga,Ariel Tomé,14120.45
2255,Sucursal 2255,Asturias,Iris Velasco,10360.8
2256,Sucursal 2256,Baleares,Hermenegildo Urrutia,2281.0
2257,Sucursal 2257,Huesca,Ulises Villena,36206.08
2258,Sucursal 2258,Salamanca,Florentino Rodrigo,15308.2
2259,Sucursal 2259,Palencia,Martina Juan,14576.14
2260,Sucursal 2260,Valencia,Angélica Franco,15624.75
2261,Sucursal 2261,Cuenca,Eligia Roman,1464.04
2262,Sucursal 2262,Ávila,Anselmo Ballesteros,9120.619999999999
2263,Sucursal 2263,Valencia,Flavio Abascal,9400.25
2264,Sucursal 2264,Granada,Maximino Barrera,6601.71
2265,Sucursal 2265,Huesca,Vito Bermudez,10551.83
2266,Sucursal 2266,Lleida,Silvestre Casals,12560.19
2267,Sucursal 2267,Almería,Tito Ballesteros,25797.300000000003
2268,Sucursal 2268,Soria,Emiliano Talavera,21478.32
2269,Sucursal 2269,Cantabria,Melisa Santana,34301.72
2270,Sucursal 2270,Ávila,Augusto Benavent,5693.64
2271,Sucursal 2271,Las Palmas,Leticia Ibáñez,14179.68
2273,Sucursal 2273,Huelva,Simón Mosquera,30731.28
2274,Sucursal 2274,Las Palmas,María Jordán,20914.75
2275,Sucursal 2275,Asturias,César Ramos,6487.02
2276,Sucursal 2276,Guipúzcoa,Lilia Palau,5997.07
2277,Sucursal 2277,Tarragona,Georgina Llanos,12227.630000000001
2278,Sucursal 2278,Huelva,Glauco Guardia,11350.91
2279,Sucursal 2279,Las Palmas,Adolfo Fiol,17350.48
2280,Sucursal 2280,Asturias,Ruperto Pereira,6081.39
2281,Sucursal 2281,Girona,Maxi Gilabert,6600.139999999999
2282,Sucursal 2282,Lleida,Juana Aller,18411.22
2283,Sucursal 2283,Barcelona,Alonso Camino,2943.7
2284,Sucursal 2284,Málaga,Florentino Iriarte,21563.05
2285,Sucursal 2285,Cuenca,María Carmen Aguilera,16726.75
2286,Sucursal 2286,Girona,Ruperta Pablo,34998.8
2287,Sucursal 2287,Cuenca,Eutimio Comas,10677.11
2288,Sucursal 2288,Huesca,Ester Sierra,17798.55
2289,Sucursal 2289,Pontevedra,Amor Jiménez,24301.760000000002
2290,Sucursal 2290,Córdoba,Josep Carpio,4029.28
2291,Sucursal 2291,Valencia,Hermenegildo Isern,15548.08
2292,Sucursal 2292,Pontevedra,Nilda Amorós,10015.5
2293,Sucursal 2293,Almería,Teresita Morata,31766.75
2294,Sucursal 2294,Guadalajara,Nereida Patiño,21725.09
2295,Sucursal 2295,Málaga,Victoriano Soto,24460.3
2296,Sucursal 2296,Palencia,Esteban Martinez,18227.89
2297,Sucursal 2297,Zaragoza,Casandra Iglesias,20542.96
2298,Sucursal 2298,Melilla,Íngrid Montenegro,2772.96
2299,Sucursal 2299,Málaga,Juan Bautista Pascual,15386.539999999999
2300,Sucursal 2300,Palencia,Josué Salcedo,7512.09
2301,Sucursal 2301,Murcia,Erasmo Beltran,23808.42
2302,Sucursal 2302,Navarra,Felipe Sastre,8515.84
2303,Sucursal 2303,Zamora,Vicente Collado,20138.45
2304,Sucursal 2304,Ourense,Eric Alcaraz,8744.59
2305,Sucursal 2305,Tarragona,Florencia Puerta,15648.07
2306,Sucursal 2306,Guadalajara,Cristian Canet,27358.989999999998
2307,Sucursal 2307,Cádiz,Abril Oliver,28770.6
2308,Sucursal 2308,Ávila,Concepción Tapia,19031.77
2309,Sucursal 2309,Girona,Corona Ugarte,12723.99
2310,Sucursal 2310,Lleida,Sabas Hierro,18155.66
2311,Sucursal 2311,Toledo,Fito Contreras,14533.08
2312,Sucursal 2312,Guadalajara,Juan Carlos Escrivá,9844.94
2313,Sucursal 2313,Córdoba,Paulino Gargallo,12985.61
2314,Sucursal 2314,Navarra,David Sanchez,8399.74
2315,Sucursal 2315,Álava,Carlito Pereira,17547.920000000002
2316,Sucursal 2316,Huesca,Marcelino Arce,12059.279999999999
2317,Sucursal 2317,Albacete,Jose Ramón Lasa,13430.529999999999
2318,Sucursal 2318,Navarra,Carla Jaume,24479.78
2319,Sucursal 2319,Girona,Asdrubal Pi,12418.43
2320,Sucursal 2320,Navarra,Benjamín Garriga,16602.42
2321,Sucursal 2321,Castellón,Lucila Ariño,17758.35
2322,Sucursal 2322,Valladolid,Crescencia Cuéllar,8853.92
2323,Sucursal 2323,Castellón,Marianela Lobato,11958.89
2324,Sucursal 2324,Valencia,Mariana Folch,6943.23
2325,Sucursal 2325,Ciudad,Gloria Manjón,22150.64
2326,Sucursal 2326,Ávila,Aníbal Almansa,11133.44
2327,Sucursal 2327,Palencia,Eliseo Alfaro,15689.21
2328,Sucursal 2328,Zamora,Marita Arellano,22517.95
2329,Sucursal 2329,Albacete,Vinicio Ochoa,17058.84
2330,Sucursal 2330,Melilla,Geraldo Muro,10582.86
2331,Sucursal 2331,Lleida,Eric Ricart,9653.1
2332,Sucursal 2332,Asturias,Aarón Garcia,19887.97
2333,Sucursal 2333,Huelva,Diana Ferrer,24637.97
2334,Sucursal 2334,Cuenca,Lola Río,21730.54
2335,Sucursal 2335,Lugo,Adelardo Menendez,16317.22
2336,Sucursal 2336,Cádiz,Eutropio Gordillo,8120.4800000000005
2337,Sucursal 2337,Huelva,José Manuel Rocamora,20331.08
2338,Sucursal 2338,Córdoba,Mercedes Morata,21013.54
2339,Sucursal 2339,Albacete,Ruth Sandoval,23783.68
2340,Sucursal 2340,Álava,Isidoro Pozuelo,25983.82
2341,Sucursal 2341,Lugo,Moisés Cabello,7818.950000000001
2342,Sucursal 2342,Ceuta,Concha Calvo,7191.46
2343,Sucursal 2343,Almería,Bienvenida Sanz,11227.68
2344,Sucursal 2344,Soria,Narcisa Rueda,13866.32
2345,Sucursal 2345,La Rioja,Severiano Ibarra,27331.97
2346,Sucursal 2346,Pontevedra,Natalia Camps,13803.59
2347,Sucursal 2347,Valladolid,María Manuela Jaume,4382.4
2348,Sucursal 2348,Huesca,Maura Mármol,11529.34
2349,Sucursal 2349,Lugo,Esther Chico,12336.82
2350,Sucursal 2350,Cádiz,Gabino Bustamante,14160.82
2351,Sucursal 2351,Almería,Donato Torrents,7077.78
2352,Sucursal 2352,Córdoba,Amador Rosa,14715.630000000001
2353,Sucursal 2353,Segovia,Raimundo Neira,35093.03
2354,Sucursal 2354,Cáceres,Nacho Rosell,7781.38
2355,Sucursal 2355,Murcia,Ofelia Medina,9131.29
2356,Sucursal 2356,Baleares,Andrés Felipe Pons,7735.86
2357,Sucursal 2357,Huelva,Nico Cerdán,6847.389999999999
2358,Sucursal 2358,Huelva,Teodora Gomila,14545.17
2359,Sucursal 2359,Castellón,Reina Madrid,21403.120000000003
2360,Sucursal 2360,Palencia,Severiano Alcántara,43307.26
2361,Sucursal 2361,La Coruña,Goyo Pomares,16150.0
2362,Sucursal 2362,Cuenca,Salomón Andrés,10207.56
2363,Sucursal 2363,Cáceres,Ruy Cabrero,17627.44
2364,Sucursal 2364,Navarra,Aitana Vargas,38597.229999999996
2365,Sucursal 2365,Cantabria,Jovita Company,14677.22
2366,Sucursal 2366,Soria,Anita Peralta,27219.09
2367,Sucursal 2367,Las Palmas,Loreto Castro,18601.47
2368,Sucursal 2368,Murcia,Alejandro Mas,8028.29
2369,Sucursal 2369,Asturias,Rosalva Zabaleta,22008.93
2370,Sucursal 2370,Navarra,Irene Cabeza,22537.51
2371,Sucursal 2371,Zamora,Jose Francisco Frutos,19925.85
2373,Sucursal 2373,La Rioja,Norberto Gallego,8868.18
2374,Sucursal 2374,Teruel,María Fernanda Sevillano,2216.32
2375,Sucursal 2375,Burgos,Brígida Almeida,6963.85
2376,Sucursal 2376,Alicante,Seve Campo,18305.41
2377,Sucursal 2377,La Coruña,Aránzazu Checa,27569.95
2378,Sucursal 2378,Ourense,Tecla Bejarano,29397.489999999998
2379,Sucursal 2379,Zamora,Juan Manjón,3251.18
2380,Sucursal 2380,Córdoba,Eusebia Yáñez,23185.989999999998
2381,Sucursal 2381,Salamanca,Paola Esteban,18116.76
2382,Sucursal 2382,Madrid,Noa Grande,9026.59
2383,Sucursal 2383,Melilla,Evaristo Armas,6751.75
2384,Sucursal 2384,Lleida,Calixto Abascal,13578.26
2385,Sucursal 2385,Murcia,Quique Somoza,20921.75
2386,Sucursal 2386,Palencia,Amaro Ferrero,7966.35
2387,Sucursal 2387,Zamora,Hilda Sáez,14743.16
2388,Sucursal 2388,Navarra,Nayara Clemente,5901.94
2389,Sucursal 2389,Cantabria,Yolanda Prat,23670.510000000002
2390,Sucursal 2390,Lugo,Santiago Carbajo,14337.16
2391,Sucursal 2391,Castellón,Eutropio Tormo,12480.64
2392,Sucursal 2392,Asturias,Ruth Ramírez,3391.62
2393,Sucursal 2393,Vizcaya,Armando Botella,11104.78
2394,Sucursal 2394,Baleares,Encarnación Pera,7367.12
2395,Sucursal 2395,Melilla,Águeda Company,5081.26
2396,Sucursal 2396,Ávila,Bernabé Valderrama,3160.9
2397,Sucursal 2397,Burgos,Alexandra Mármol,13396.05
2398,Sucursal 2398,Vizcaya,Genoveva Marquez,20663.72
2399,Sucursal 2399,Cuenca,Borja Palomo,11666.14
2400,Sucursal 2400,Zaragoza,Sigfrido Prat,14759.2
2401,Sucursal 2401,Navarra,Chuy Soto,4533.26
2402,Sucursal 2402,Pontevedra,Daniela Losa,21666.96
2403,Sucursal 2403,Santa Cruz de Tenerife,Blas Fajardo,3017.97
2404,Sucursal 2404,Cantabria,Loida Castell,23357.36
2405,Sucursal 2405,Ávila,Miguel Ángel Bernad,18358.89
2406,Sucursal 2406,Lleida,Javi Bou,5963.67
2407,Sucursal 2407,Badajoz,Miguel Vera,12539.32
2408,Sucursal 2408,Ceuta,Elba Pedrosa,8248.65
2409,Sucursal 2409,Las Palmas,Jose Francisco Colom,7943.26
2410,Sucursal 2410,Teruel,Esmeralda Colom,10778.400000000001
2411,Sucursal 2411,Pontevedra,Aristides Rodriguez,21115.52
2412,Sucursal 2412,Jaén,Reyes Viñas,16641.86
2413,Sucursal 2413,La Rioja,Alcides Rodriguez,25786.04
2414,Sucursal 2414,Salamanca,Omar Mur,5358.88
2415,Sucursal 2415,Guadalajara,Angelina Pintor,17249.9
2416,Sucursal 2416,Valladolid,Julie Guerrero,7376.99
2417,Sucursal 2417,Vizcaya,Che Blanco,6571.32
2418,Sucursal 2418,La Coruña,Natalia Godoy,13259.94
2419,Sucursal 2419,Tarragona,Ágata Peinado,17341.940000000002
2420,Sucursal 2420,Guipúzcoa,Horacio Cañas,14659.51
2421,Sucursal 2421,Guadalajara,Anastasia Lucena,16490.27
2422,Sucursal 2422,Badajoz,Ágata Almagro,16699.26
2423,Sucursal 2423,Córdoba,Adora Juárez,12881.15
2424,Sucursal 2424,Las Palmas,Mario Noriega,17848.28
2425,Sucursal 2425,La Rioja,José Silva,36376.75
2426,Sucursal 2426,Palencia,Leonardo Perales,14215.52
2427,Sucursal 2427,Asturias,Ana Sofía Roldan,24302.05
2428,Sucursal 2428,Córdoba,Roque Alarcón,13056.21
2429,Sucursal 2429,Tarragona,Nélida Téllez,15516.23
2430,Sucursal 2430,Burgos,Emilia Sebastián,1966.8799999999999
2431,Sucursal 2431,Badajoz,Florentino Sebastián,26585.55
2432,Sucursal 2432,Santa Cruz de Tenerife,Carmina Ibáñez,9732.33
2433,Sucursal 2433,Álava,Amparo Raya,10943.46
2434,Sucursal 2434,Lugo,Lucas Carmona,15210.32
2435,Sucursal 2435,Asturias,Marcela Lledó,29095.8
2437,Sucursal 2437,Zamora,Nicodemo Suárez,1689.57
2438,Sucursal 2438,Toledo,Mercedes Chacón,4303.68
2439,Sucursal 2439,Girona,Sebastian Colom,11991.93
2440,Sucursal 2440,Valencia,Gertrudis Oliva,29993.16
2441,Sucursal 2441,Alicante,Lalo Amat,21709.11
2442,Sucursal 2442,Segovia,Bienvenida Cuadrado,7814.3099999999995
2443,Sucursal 2443,Álava,Gustavo Cabrero,8423.650000000001
2444,Sucursal 2444,La Rioja,Hernando Jódar,18774.53
2445,Sucursal 2445,Málaga,Prudencia Pont,25899.93
2446,Sucursal 2446,Huesca,Augusto Leal,2368.69
2447,Sucursal 2447,Salamanca,Maristela Barrera,3491.62
2448,Sucursal 2448,Burgos,Amor Piña,18959.33
2449,Sucursal 2449,Castellón,Alicia Samper,16234.94
2450,Sucursal 2450,Córdoba,Humberto Cuesta,9881.4
2451,Sucursal 2451,Huesca,César Macías,14495.6
2452,Sucursal 2452,Pontevedra,Ezequiel Abascal,4423.77
2453,Sucursal 2453,La Coruña,Roque Agullo,16361.08
2454,Sucursal 2454,Ávila,Nazaret Pou,10275.349999999999
2455,Sucursal 2455,Palencia,Ramiro Báez,6741.67
2456,Sucursal 2456,Ávila,Asunción Huerta,3546.82
2457,Sucursal 2457,Cádiz,Cebrián Rosado,14223.89
2458,Sucursal 2458,Castellón,Felix Arjona,30275.15
2459,Sucursal 2459,Cuenca,Ruperta Montaña,52306.72
2460,Sucursal 2460,Cáceres,Dan Saldaña,4020.89
2461,Sucursal 2461,Cuenca,Cornelio Valdés,12704.380000000001
2462,Sucursal 2462,Girona,Marcos Duque,23336.63
2463,Sucursal 2463,Salamanca,Florinda Antón,16526.66
2464,Sucursal 2464,Asturias,Mateo Lobo,8140.03
2465,Sucursal 2465,Valencia,Julio Ferreras,17500.8
2467,Sucursal 2467,Guadalajara,Tamara Carlos,20221.82
2468,Sucursal 2468,Badajoz,Máximo Cuéllar,5267.360000000001
2469,Sucursal 2469,Lugo,Reyes Casanovas,24157.18
2470,Sucursal 2470,Cádiz,Bernardita Rosa,15422.84
2471,Sucursal 2471,Segovia,Morena Carvajal,22706.65
2472,Sucursal 2472,Madrid,María Teresa Flor,13741.7
2473,Sucursal 2473,Almería,Manuela Carrión,4717.01
2474,Sucursal 2474,Cantabria,Julieta Rios,29916.28
2475,Sucursal 2475,Castellón,Mariano Briones,16658.440000000002
2476,Sucursal 2476,Segovia,Corona Pont,5363.61
2477,Sucursal 2477,León,Ainoa Bautista,16517.96
2478,Sucursal 2478,Málaga,Felipa Castilla,25027.920000000002
2479,Sucursal 2479,Alicante,Baudelio Torrents,9271.57
2480,Sucursal 2480,La Rioja,Nando Alonso,17700.73
2481,Sucursal 2481,Zamora,Rómulo Gaya,44121.45
